# subjectId=Miriam
# testId=1
# total=10
# misses=0
# false positives=0
# CV'=0,4266
# n=2
# mean=852,00 ms
# sd=363,45 ms
# median=852,00 ms
# Q25=595,00 ms
# Q75=1109,00 ms
# max=1109 ms
# min=595 ms
timepoint (ms)	duration (ms)	type
13	2000	TRUE_NEGATIVE
2030	2000	TRUE_NEGATIVE
4037	2000	TRUE_NEGATIVE
6049	2001	TRUE_NEGATIVE
8065	2000	TRUE_NEGATIVE
10075	2000	TRUE_NEGATIVE
12084	1109	TRUE_POSITIVE
14098	2000	TRUE_NEGATIVE
16110	2000	TRUE_NEGATIVE
18121	595	TRUE_POSITIVE
